"run_id","sample","timestamp_local","timestamp_utc","scenario","entity_type","entity_name","metric_name","metric_value","unit","json_path","tr181_path"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","other","","timestamp_utc","2026-06-14T10:09:05Z","","timestamp_utc",""
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","other","","uptime_seconds","8068","","uptime_seconds",""
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","other","","scenario","saturation","","scenario",""
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","other","","scenario_description","Trafico intensivo y saturacion de radio en el AP principal.","","scenario_description",""
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","other","","device_id","535241-EasyMeshVirtualCPE-200001","","device_id",""
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","controller","GW_MASTER","name","GW_MASTER","","controller.name","Device.WiFi.DataElements.Network.Controller.Name"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","controller","GW_MASTER","status","Running","","controller.status","Device.WiFi.DataElements.Network.Controller.Status"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","controller","GW_MASTER","almac","06:8e:01:be:ef:29","","controller.almac","Device.WiFi.DataElements.Network.Controller.ID"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","controller","GW_MASTER","ipv4","172.25.0.40","","controller.ipv4","Device.WiFi.DataElements.Network.Controller.IPv4Address"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","controller","GW_MASTER","agent_number","2","count","controller.agent_number","Device.WiFi.DataElements.Network.Controller.AgentNumber"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","controller","GW_MASTER","total_client_number","10","count","controller.total_client_number","Device.WiFi.DataElements.Network.Controller.TotalClientNumber"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","device_info","EasyMeshVirtualCPE","manufacturer","Sara-Lab","","device_info.manufacturer","Device.DeviceInfo.Manufacturer"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","device_info","EasyMeshVirtualCPE","manufacturer_oui","535241","","device_info.manufacturer_oui","Device.DeviceInfo.ManufacturerOUI"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","device_info","EasyMeshVirtualCPE","product_class","EasyMeshVirtualCPE","","device_info.product_class","Device.DeviceInfo.ProductClass"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","device_info","EasyMeshVirtualCPE","serial_number","200001","count","device_info.serial_number","Device.DeviceInfo.SerialNumber"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","device_info","EasyMeshVirtualCPE","software_version","EasyMeshNetworkSimulator-1.0","","device_info.software_version","Device.DeviceInfo.SoftwareVersion"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","device_info","EasyMeshVirtualCPE","cpu_usage_percent","32.8","%","device_info.cpu_usage_percent","Device.DeviceInfo.X_SARA_CPUUsage"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","device_info","EasyMeshVirtualCPE","memory_total_mb","256","MB","device_info.memory_total_mb","Device.DeviceInfo.MemoryStatus.Total"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","device_info","EasyMeshVirtualCPE","memory_free_mb","129.6","MB","device_info.memory_free_mb","Device.DeviceInfo.MemoryStatus.Free"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","ap","AP_SALON","name","AP_SALON","","aps.AP_SALON.name","Device.WiFi.DataElements.Network.Device.1.Name"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","ap","AP_SALON","device_index","1","","aps.AP_SALON.device_index","Device.WiFi.DataElements.Network.Device.1.X_SARA_DeviceIndex"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","ap","AP_SALON","role","gateway_agent","","aps.AP_SALON.role","Device.WiFi.DataElements.Network.Device.1.Role"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","ap","AP_SALON","status","Online","","aps.AP_SALON.status","Device.WiFi.DataElements.Network.Device.1.Status"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","ap","AP_SALON","almac","AA:BB:CC:00:01:01","","aps.AP_SALON.almac","Device.WiFi.DataElements.Network.Device.1.ID"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","ap","AP_SALON","mac","AA:BB:CC:10:01:01","","aps.AP_SALON.mac","Device.WiFi.DataElements.Network.Device.1.MACAddress"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","ap","AP_SALON","ipv4","172.25.0.41","","aps.AP_SALON.ipv4","Device.WiFi.DataElements.Network.Device.1.IPv4Address"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","backhaul","AP_SALON","backhaul_type","Ethernet","","aps.AP_SALON.backhaul_type","Device.WiFi.DataElements.Network.Device.1.BackhaulType"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","backhaul","AP_SALON","backhaul_rssi","0.0","dBm","aps.AP_SALON.backhaul_rssi","Device.WiFi.DataElements.Network.Device.1.BackhaulRSSI"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","backhaul","AP_SALON","backhaul_rate_mbps","1000.0","Mbps","aps.AP_SALON.backhaul_rate_mbps","Device.WiFi.DataElements.Network.Device.1.BackhaulRate"
"20260614_120909_saturation","1","2026-06-14 12:09:09","2026-06-14T10:09:05Z","saturation","backhaul","AP_SALON","backhaul_latency_ms","1.0","ms","aps.AP_SALON.backhaul_latency_ms","Device.WiFi.DataElements.Network.Device.1.BackhaulLatency"
