"run_id","sample","timestamp_local","timestamp_utc","scenario","entity_type","entity_name","metric_name","metric_value","unit","json_path","tr181_path"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","other","","timestamp_utc","2026-06-14T10:02:57Z","","timestamp_utc",""
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","other","","uptime_seconds","7700","","uptime_seconds",""
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","other","","scenario","normal","","scenario",""
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","other","","scenario_description","Cobertura estable, baja interferencia y baja carga.","","scenario_description",""
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","other","","device_id","535241-EasyMeshVirtualCPE-200001","","device_id",""
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","controller","GW_MASTER","name","GW_MASTER","","controller.name","Device.WiFi.DataElements.Network.Controller.Name"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","controller","GW_MASTER","status","Running","","controller.status","Device.WiFi.DataElements.Network.Controller.Status"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","controller","GW_MASTER","almac","06:8e:01:be:ef:29","","controller.almac","Device.WiFi.DataElements.Network.Controller.ID"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","controller","GW_MASTER","ipv4","172.25.0.40","","controller.ipv4","Device.WiFi.DataElements.Network.Controller.IPv4Address"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","controller","GW_MASTER","agent_number","2","count","controller.agent_number","Device.WiFi.DataElements.Network.Controller.AgentNumber"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","controller","GW_MASTER","total_client_number","3","count","controller.total_client_number","Device.WiFi.DataElements.Network.Controller.TotalClientNumber"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","device_info","EasyMeshVirtualCPE","manufacturer","Sara-Lab","","device_info.manufacturer","Device.DeviceInfo.Manufacturer"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","device_info","EasyMeshVirtualCPE","manufacturer_oui","535241","","device_info.manufacturer_oui","Device.DeviceInfo.ManufacturerOUI"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","device_info","EasyMeshVirtualCPE","product_class","EasyMeshVirtualCPE","","device_info.product_class","Device.DeviceInfo.ProductClass"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","device_info","EasyMeshVirtualCPE","serial_number","200001","count","device_info.serial_number","Device.DeviceInfo.SerialNumber"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","device_info","EasyMeshVirtualCPE","software_version","EasyMeshNetworkSimulator-1.0","","device_info.software_version","Device.DeviceInfo.SoftwareVersion"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","device_info","EasyMeshVirtualCPE","cpu_usage_percent","19.1","%","device_info.cpu_usage_percent","Device.DeviceInfo.X_SARA_CPUUsage"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","device_info","EasyMeshVirtualCPE","memory_total_mb","256","MB","device_info.memory_total_mb","Device.DeviceInfo.MemoryStatus.Total"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","device_info","EasyMeshVirtualCPE","memory_free_mb","148.8","MB","device_info.memory_free_mb","Device.DeviceInfo.MemoryStatus.Free"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","ap","AP_SALON","name","AP_SALON","","aps.AP_SALON.name","Device.WiFi.DataElements.Network.Device.1.Name"
"20260614_120258_normal","1","2026-06-14 12:02:58","2026-06-14T10:02:57Z","normal","ap","AP_SALON","device_index","1","","aps.AP_SALON.device_index","Device.WiFi.DataElements.Network.Device.1.X_SARA_DeviceIndex"
