"run_id","sample","timestamp_local","timestamp_utc","scenario","entity_type","entity_name","metric_name","metric_value","unit","json_path","tr181_path"
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","other","","timestamp_utc","2026-06-14T10:15:20Z","","timestamp_utc",""
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","other","","uptime_seconds","8443","","uptime_seconds",""
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","other","","scenario","ap_failure","","scenario",""
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","other","","scenario_description","Fallo del satelite: clientes forzados al AP principal con peor cobertura.","","scenario_description",""
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","other","","device_id","535241-EasyMeshVirtualCPE-200001","","device_id",""
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","controller","GW_MASTER","name","GW_MASTER","","controller.name","Device.WiFi.DataElements.Network.Controller.Name"
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","controller","GW_MASTER","status","Running","","controller.status","Device.WiFi.DataElements.Network.Controller.Status"
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","controller","GW_MASTER","almac","06:8e:01:be:ef:29","","controller.almac","Device.WiFi.DataElements.Network.Controller.ID"
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","controller","GW_MASTER","ipv4","172.25.0.40","","controller.ipv4","Device.WiFi.DataElements.Network.Controller.IPv4Address"
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","controller","GW_MASTER","agent_number","2","count","controller.agent_number","Device.WiFi.DataElements.Network.Controller.AgentNumber"
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","controller","GW_MASTER","total_client_number","5","count","controller.total_client_number","Device.WiFi.DataElements.Network.Controller.TotalClientNumber"
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","device_info","EasyMeshVirtualCPE","manufacturer","Sara-Lab","","device_info.manufacturer","Device.DeviceInfo.Manufacturer"
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","device_info","EasyMeshVirtualCPE","manufacturer_oui","535241","","device_info.manufacturer_oui","Device.DeviceInfo.ManufacturerOUI"
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","device_info","EasyMeshVirtualCPE","product_class","EasyMeshVirtualCPE","","device_info.product_class","Device.DeviceInfo.ProductClass"
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","device_info","EasyMeshVirtualCPE","serial_number","200001","count","device_info.serial_number","Device.DeviceInfo.SerialNumber"
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","device_info","EasyMeshVirtualCPE","software_version","EasyMeshNetworkSimulator-1.0","","device_info.software_version","Device.DeviceInfo.SoftwareVersion"
"20260614_121523_ap_failure","1","2026-06-14 12:15:23","2026-06-14T10:15:20Z","ap_failure","device_info","EasyMeshVirtualCPE","cpu_usage_percent","21.4","%","device_info.cpu_usage_percent","Device.DeviceInfo.X_SARA_CPUUsage"
