"run_id","sample","timestamp_local","timestamp_utc","scenario","entity_type","entity_name","metric_group","metric_name","metric_value","unit","tr181_path","labels"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","controller","GW_MASTER","controller","status","Running","","Device.WiFi.DataElements.Network.Controller.Status",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","controller","GW_MASTER","controller","agent_number","2","count","Device.WiFi.DataElements.Network.Controller.AgentNumber",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","controller","GW_MASTER","controller","total_client_number","4","count","Device.WiFi.DataElements.Network.Controller.TotalClientNumber",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","controller","GW_MASTER","controller","almac","06:8e:01:be:ef:29","","Device.WiFi.DataElements.Network.Controller.ID",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","controller","GW_MASTER","controller","ipv4","172.25.0.40","","Device.WiFi.DataElements.Network.Controller.IPv4Address",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","device","535241-EasyMeshVirtualCPE-200001","device_info","manufacturer","Sara-Lab","","Device.DeviceInfo.Manufacturer",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","device","535241-EasyMeshVirtualCPE-200001","device_info","manufacturer_oui","535241","","Device.DeviceInfo.ManufacturerOUI",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","device","535241-EasyMeshVirtualCPE-200001","device_info","product_class","EasyMeshVirtualCPE","","Device.DeviceInfo.ProductClass",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","device","535241-EasyMeshVirtualCPE-200001","device_info","serial_number","200001","count","Device.DeviceInfo.SerialNumber",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","device","535241-EasyMeshVirtualCPE-200001","device_info","software_version","EasyMeshNetworkSimulator-1.0","","Device.DeviceInfo.SoftwareVersion",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","device","535241-EasyMeshVirtualCPE-200001","device_info","cpu_usage_percent","20,0","%","Device.DeviceInfo.X_SARA_CPUUsage",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","device","535241-EasyMeshVirtualCPE-200001","device_info","memory_total_mb","256","MB","Device.DeviceInfo.MemoryStatus.Total",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","device","535241-EasyMeshVirtualCPE-200001","device_info","memory_free_mb","145,4","MB","Device.DeviceInfo.MemoryStatus.Free",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","ap","AP_SALON","ap","name","AP_SALON","","Device.WiFi.DataElements.Network.Device.1.Name",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","ap","AP_SALON","ap","role","gateway_agent","","Device.WiFi.DataElements.Network.Device.1.Role",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","ap","AP_SALON","ap","status","Online","","Device.WiFi.DataElements.Network.Device.1.Status",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","ap","AP_SALON","ap","almac","AA:BB:CC:00:01:01","","Device.WiFi.DataElements.Network.Device.1.ID",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","ap","AP_SALON","ap","mac","AA:BB:CC:10:01:01","","Device.WiFi.DataElements.Network.Device.1.MACAddress",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","ap","AP_SALON","ap","ipv4","172.25.0.41","","Device.WiFi.DataElements.Network.Device.1.IPv4Address",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","backhaul","AP_SALON","backhaul","backhaul_type","Ethernet","","Device.WiFi.DataElements.Network.Device.1.BackhaulType",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","backhaul","AP_SALON","backhaul","backhaul_rssi","0,0","dBm","Device.WiFi.DataElements.Network.Device.1.BackhaulRSSI",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","backhaul","AP_SALON","backhaul","backhaul_rate_mbps","1000,0","Mbps","Device.WiFi.DataElements.Network.Device.1.BackhaulRate",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","backhaul","AP_SALON","backhaul","backhaul_latency_ms","1,0","ms","Device.WiFi.DataElements.Network.Device.1.BackhaulLatency",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","backhaul","AP_SALON","backhaul","backhaul_packet_loss_percent","0,0","%","Device.WiFi.DataElements.Network.Device.1.BackhaulPacketLoss",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","ap","AP_SALON","ap","client_count","2","count","Device.WiFi.DataElements.Network.Device.1.STANumberOfEntries",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","ap","AP_SALON","ap","radio_count","2","count","Device.WiFi.DataElements.Network.Device.1.RadioNumberOfEntries",""
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio","radio_name","wlan0","","Device.WiFi.DataElements.Network.Device.1.Radio.1.Name","ap=AP_SALON;band=2.4GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio","band","2.4GHz","","Device.WiFi.DataElements.Network.Device.1.Radio.1.OperatingFrequencyBand","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio","channel","1","count","Device.WiFi.DataElements.Network.Device.1.Radio.1.Channel","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio","frequency_mhz","2412","","Device.WiFi.DataElements.Network.Device.1.Radio.1.FrequencyMHz","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio","bandwidth","40MHz","","Device.WiFi.DataElements.Network.Device.1.Radio.1.OperatingChannelBandwidth","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio","standard","802.11n/ax","","Device.WiFi.DataElements.Network.Device.1.Radio.1.OperatingStandards","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio","tx_power_dbm","18","","Device.WiFi.DataElements.Network.Device.1.Radio.1.TransmitPower","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio","status","Up","","Device.WiFi.DataElements.Network.Device.1.Radio.1.Status","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio","utilization_percent","43,5","%","Device.WiFi.DataElements.Network.Device.1.Radio.1.Utilization","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio","noise_dbm","-91,3","dBm","Device.WiFi.DataElements.Network.Device.1.Radio.1.Noise","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio","bss_number_of_entries","1","count","Device.WiFi.DataElements.Network.Device.1.Radio.1.BSSNumberOfEntries","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio","sta_number_of_entries","2","count","Device.WiFi.DataElements.Network.Device.1.Radio.1.STANumberOfEntries","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio_stats","bytes_sent","464687907","bytes","Device.WiFi.DataElements.Network.Device.1.Radio.1.Stats.BytesSent","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio_stats","bytes_received","650643910","bytes","Device.WiFi.DataElements.Network.Device.1.Radio.1.Stats.BytesReceived","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio_stats","packets_sent","4180501","packets","Device.WiFi.DataElements.Network.Device.1.Radio.1.Stats.PacketsSent","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio_stats","packets_received","5109740","packets","Device.WiFi.DataElements.Network.Device.1.Radio.1.Stats.PacketsReceived","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio_stats","errors_sent","0","","Device.WiFi.DataElements.Network.Device.1.Radio.1.Stats.ErrorsSent","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan0-2.4GHz","radio_stats","errors_received","0","","Device.WiFi.DataElements.Network.Device.1.Radio.1.Stats.ErrorsReceived","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio","radio_name","wlan2","","Device.WiFi.DataElements.Network.Device.1.Radio.2.Name","ap=AP_SALON;band=5GHz"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio","band","5GHz","","Device.WiFi.DataElements.Network.Device.1.Radio.2.OperatingFrequencyBand","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio","channel","36","count","Device.WiFi.DataElements.Network.Device.1.Radio.2.Channel","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio","frequency_mhz","5180","","Device.WiFi.DataElements.Network.Device.1.Radio.2.FrequencyMHz","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio","bandwidth","80MHz","","Device.WiFi.DataElements.Network.Device.1.Radio.2.OperatingChannelBandwidth","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio","standard","802.11ac/ax","","Device.WiFi.DataElements.Network.Device.1.Radio.2.OperatingStandards","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio","tx_power_dbm","20","","Device.WiFi.DataElements.Network.Device.1.Radio.2.TransmitPower","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio","status","Up","","Device.WiFi.DataElements.Network.Device.1.Radio.2.Status","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio","utilization_percent","38,2","%","Device.WiFi.DataElements.Network.Device.1.Radio.2.Utilization","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio","noise_dbm","-93,3","dBm","Device.WiFi.DataElements.Network.Device.1.Radio.2.Noise","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio","bss_number_of_entries","1","count","Device.WiFi.DataElements.Network.Device.1.Radio.2.BSSNumberOfEntries","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio","sta_number_of_entries","2","count","Device.WiFi.DataElements.Network.Device.1.Radio.2.STANumberOfEntries","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio_stats","bytes_sent","464811363","bytes","Device.WiFi.DataElements.Network.Device.1.Radio.2.Stats.BytesSent","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio_stats","bytes_received","650989588","bytes","Device.WiFi.DataElements.Network.Device.1.Radio.2.Stats.BytesReceived","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio_stats","packets_sent","4180612","packets","Device.WiFi.DataElements.Network.Device.1.Radio.2.Stats.PacketsSent","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio_stats","packets_received","5109962","packets","Device.WiFi.DataElements.Network.Device.1.Radio.2.Stats.PacketsReceived","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio_stats","errors_sent","0","","Device.WiFi.DataElements.Network.Device.1.Radio.2.Stats.ErrorsSent","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","radio","AP_SALON-wlan2-5GHz","radio_stats","errors_received","0","","Device.WiFi.DataElements.Network.Device.1.Radio.2.Stats.ErrorsReceived","ap=AP_SALON"
"20260611_223559_roaming","1","2026-06-11 22:35:59","2026-06-11T20:36:00Z","roaming","client","PORTATIL_SARA","client","hostname","PORTATIL_SARA","","Device.WiFi.DataElements.Network.Device.1.STA.1.Hostname","ap=AP_SALON;sta_index=1;band=5GHz"
